13.5466 	INFO 	Loaded monitor calibration from ['2024_08_09 11:02']
15.8401 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018CD74B8DC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018CD74B8E20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018CD74B9E10>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000018CE15886D0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.8402 	EXP 	window1: backgroundImage = ''
15.8403 	EXP 	window1: backgroundFit = 'none'
15.8404 	EXP 	window1: mouseVisible = False
21.4001 	INFO 	keyboard.Keyboard is using iohub backend.
21.4003 	INFO 	keyboard.Keyboard is using iohub backend.
21.4004 	INFO 	keyboard.Keyboard is using iohub backend.
21.4005 	INFO 	keyboard.Keyboard is using iohub backend.
21.4005 	EXP 	solo.final: status = STARTED
21.4011 	EXP 	window1: mouseVisible = False
21.6701 	EXP 	Created instructionText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='instructionText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
21.6703 	EXP 	window1: mouseVisible = False
21.6720 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
21.6721 	EXP 	window1: mouseVisible = False
21.6810 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank You for Participating!', units='height', win=Window(...), wrapWidth=1)
0.0612 	INFO 	Keyboard events cleared
0.0607 	EXP 	instructionText: autoDraw = True
1.5199 	EXP 	Imported solo.final.xlsx as conditions, 15 conditions, 3 params
1.5234 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'characters': 'blunket', 'isword': 0, 'answer': 'left', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.5348 	DATA 	Keypress: space
1.5395 	INFO 	Keyboard events cleared
1.5389 	EXP 	instructionText: autoDraw = False
1.5389 	EXP 	text: height = 0.05000000000000001
