23.9298 	INFO 	Loaded monitor calibration from ['2024_08_09 11:02']
26.9712 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD83BE0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD83C40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD83DF0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F080AC6AA0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
26.9714 	EXP 	window1: backgroundImage = ''
26.9714 	EXP 	window1: backgroundFit = 'none'
26.9719 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD829B0>
26.9724 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD829B0>
26.9850 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD829B0>
26.9872 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD829B0>
27.1546 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD829B0>
27.1549 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD829B0>
27.1571 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD829B0>
27.1593 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001F08AD829B0>
27.2497 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
27.2497 	EXP 	window1: recordFrameIntervals = False
27.5103 	EXP 	window1: recordFrameIntervals = True
27.5864 	WARNING 	t of last frame was 23.51ms (=1/42)
27.6114 	WARNING 	t of last frame was 25.07ms (=1/39)
27.6334 	WARNING 	t of last frame was 21.99ms (=1/45)
27.6699 	WARNING 	t of last frame was 23.16ms (=1/43)
27.7012 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
29.5680 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

29.5682 	EXP 	window1: mouseVisible = True
40.1342 	INFO 	keyboard.Keyboard is using iohub backend.
